convo_id,msg_id,timestamp,full_text,affcon_rapport,sentence_id,speaker,reply_to,speaker_intention,receiver_perception,receiver,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant,num_words,num_characters
Game9-turkey-russia,Game9-turkey-russia-41,718,"I'd be ok with it in the short term maybe, but if they get too big, itll be kinda hard for me to make any sorta progress in the med ya",1,25698,turkey-Game9,Game9-turkey-russia-40,Truth,Truth,russia-Game9,718,41,1902,4,2,-2,Straightforward,31,134
Game9-turkey-russia,Game9-turkey-russia-38,547,The Austrians are opaque though since they only speak in a single 10 minute period on any given day.,0,25695,russia-Game9,Game9-turkey-russia-37,Truth,Truth,turkey-Game9,547,38,1902,6,8,2,Straightforward,19,100
Game9-turkey-russia,Game9-turkey-russia-25,521,What's the plan for Spring?,0,25679,russia-Game9,Game9-turkey-russia-24,Truth,Truth,turkey-Game9,521,25,1902,6,8,2,Straightforward,5,27
Game9-turkey-russia,Game9-turkey-russia-20,230,Unless you think it should go to Armenia for extra play action?,0,25674,turkey-Game9,Game9-turkey-russia-19,Truth,Truth,russia-Game9,230,20,1901,3,2,-1,Straightforward,12,63
Game9-turkey-russia,Game9-turkey-russia-9,33,"And that's a good policy, keep your opponents underestimating you and they'll be surprised when you start whupping them.",0,25663,russia-Game9,Game9-turkey-russia-8,Truth,Truth,turkey-Game9,33,9,1901,4,5,1,Straightforward,19,120
Game9-turkey-russia,Game9-turkey-russia-9,33,"I think we should stay conventional for the time being, after all, it's convention for a reason.",1,25662,russia-Game9,Game9-turkey-russia-8,Truth,Truth,turkey-Game9,33,9,1901,4,5,1,Straightforward,17,96
Game9-england-russia,Game9-england-russia-87,1151,"I said ""Losing one in the south"" not losing one overall, if I were to give Norway AND then lose a center in the south however, I would be at -1, and have to disband.",0,25632,russia-Game9,Game9-england-russia-86,Truth,Truth,england-Game9,1151,87,1902,6,7,1,Straightforward,35,165
Game9-england-russia,Game9-england-russia-83,1123,"For every message doing legwork up here I'm sending two down there, either to the Italians, the Turks, or the Austrians.",1,25626,russia-Game9,Game9-england-russia-82,Truth,Truth,england-Game9,1123,83,1902,6,7,1,Straightforward,21,120
Game9-england-russia,Game9-england-russia-73,1113,"Ok, I'm going to be 100% honest hear.",0,25613,england-Game9,Game9-england-russia-72,Truth,Lie,russia-Game9,1113,73,1902,5,4,-1,Cassandra,8,37
Game9-england-russia,Game9-england-russia-37,1056,I want a season of you backing away from St. Petersburg first.,0,25579,russia-Game9,Game9-england-russia-36,Truth,Truth,england-Game9,1056,37,1902,6,7,1,Straightforward,12,62
Game9-england-russia,Game9-england-russia-30,1044,"I think that if you earnestly offered, and proved your willingness to work with the Germans by pulling off of them for a season, that they'd be all too willing to pivot to the French, personally.",1,25571,russia-Game9,Game9-england-russia-29,Truth,Truth,england-Game9,1044,30,1902,6,7,1,Straightforward,36,195
Game9-england-russia,Game9-england-russia-26,1039,"I also think that France is using you; every time I talk to them they're very lukewarm on the topic of you, furthermore, with them fighting the Germans and soon to be the Italians, they'd be an easy target if you moved fast enough.",1,25564,russia-Game9,Game9-england-russia-25,Truth,Truth,england-Game9,1039,26,1902,6,7,1,Straightforward,44,231
Game9-england-russia,Game9-england-russia-25,1036,"Lol france is asking for me to support into Munich AND belgium, leaving me at 3, them at 7, and liverpool exposed.",1,25561,england-Game9,Game9-england-russia-24,Truth,Truth,russia-Game9,1036,25,1902,5,4,-1,Straightforward,22,114
Game9-england-russia,Game9-england-russia-19,1021,"And I'm afraid that for defensive purposes, relinquishing Norway at this point isn't really an option.",1,25549,russia-Game9,Game9-england-russia-18,Truth,Truth,england-Game9,1021,19,1902,6,7,1,Straightforward,16,102
Game9-england-russia,Game9-england-russia-19,1021,I'm just telling you what they told me dawg.,1,25548,russia-Game9,Game9-england-russia-18,Truth,Truth,england-Game9,1021,19,1902,6,7,1,Straightforward,9,44
Game9-england-russia,Game9-england-russia-12,517,It seems an odd choice to do what they did there.,1,25537,russia-Game9,Game9-england-russia-11,Truth,Truth,england-Game9,517,12,1902,6,7,1,Straightforward,11,49
Game9-england-russia,Game9-england-russia-1,14,Always good to discuss things in advance to avoid unnecessary nonsense.,0,25526,russia-Game9,Game9-england-russia-0,Truth,Truth,england-Game9,14,1,1901,4,5,1,Straightforward,11,71
Game9-austria-france,Game9-austria-france-9,846,lets see where things lie at the end of this year.,1,25519,austria-Game9,Game9-austria-france-8,Truth,Truth,france-Game9,846,9,1902,5,5,0,Straightforward,11,50
Game9-austria-france,Game9-austria-france-8,727,"If you would be interested in a joint attack, I might change my mind and join, but I am also happy to stand by if you see them as an ally",1,25518,france-Game9,Game9-austria-france-7,Truth,Truth,austria-Game9,727,8,1902,5,5,0,Straightforward,31,137
Game9-austria-france,Game9-austria-france-7,670,I would prefer to keep things cordial for now,1,25517,france-Game9,Game9-austria-france-6,Truth,Lie,austria-Game9,670,7,1902,5,5,0,Cassandra,9,45
Game9-austria-france,Game9-austria-france-4,431,Haha I'm sure Turkey would be very alarmed to hear that,1,25509,france-Game9,Game9-austria-france-3,Truth,Truth,austria-Game9,431,4,1901,5,5,0,Straightforward,11,55
Game9-turkey-austria,Game9-turkey-austria-11,680,what ideas do you have?,0,25476,austria-Game9,Game9-turkey-austria-10,Truth,Truth,turkey-Game9,680,11,1902,5,6,1,Straightforward,5,23
Game9-turkey-austria,Game9-turkey-austria-11,680,what ideas do you have?,0,25476,austria-Game9,Game9-turkey-austria-10,Truth,Truth,turkey-Game9,680,11,1902,5,6,1,Straightforward,5,23
Game9-turkey-austria,Game9-turkey-austria-3,8,I am open to ideas before that.,1,25463,austria-Game9,Game9-turkey-austria-2,Truth,Truth,turkey-Game9,8,3,1901,3,3,0,Straightforward,7,31
Game9-turkey-austria,Game9-turkey-austria-3,8,I am open to ideas before that.,1,25463,austria-Game9,Game9-turkey-austria-2,Truth,Truth,turkey-Game9,8,3,1901,3,3,0,Straightforward,7,31
Game9-england-austria,Game9-england-austria-0,10,"Hey Austria, just dropping in to say hello.",1,25447,england-Game9,NA,Truth,Truth,austria-Game9,10,0,1901,3,3,0,Straightforward,8,43
Game9-austria-russia,Game9-austria-russia-54,1209,"Hey, I can get the Italians to back off of Tyrolia if you disband the fleet in the Adriatic instead of the one in Albania.",0,25445,russia-Game9,Game9-austria-russia-53,Truth,Lie,austria-Game9,1209,54,1902,7,10,3,Cassandra,25,122
Game9-austria-russia,Game9-austria-russia-52,1182,i need to go to bed.,0,25441,austria-Game9,Game9-austria-russia-51,Truth,Truth,russia-Game9,1182,52,1902,5,4,-1,Straightforward,6,20
Game9-austria-russia,Game9-austria-russia-36,1165,i will be back on probably around 10:30p,0,25413,austria-Game9,Game9-austria-russia-35,Truth,Lie,russia-Game9,1165,36,1902,5,4,-1,Cassandra,8,40
Game9-austria-russia,Game9-austria-russia-36,1165,I will be back after to see what you have to say.. but any suggestion will have to go along with you trusting me to leave my army in gal.,1,25410,austria-Game9,Game9-austria-russia-35,Truth,Lie,russia-Game9,1165,36,1902,5,4,-1,Cassandra,30,137
Game9-austria-russia,Game9-austria-russia-34,1163,I was not home for the night.,0,25407,austria-Game9,Game9-austria-russia-33,Truth,Truth,russia-Game9,1163,34,1902,5,4,-1,Straightforward,7,29
Game9-austria-russia,Game9-austria-russia-20,856,"i get nothing, and at worst he takes sevestopol from you because that is what he told me he was going to do",1,25397,austria-Game9,Game9-austria-russia-19,Truth,Truth,russia-Game9,856,20,1902,5,4,-1,Straightforward,23,107
Game9-austria-russia,Game9-austria-russia-14,847,when you told me you weren't going to help that said to me that this is a set up.,1,25382,austria-Game9,Game9-austria-russia-13,Truth,Lie,russia-Game9,847,14,1902,5,4,-1,Cassandra,19,81
Game9-austria-russia,Game9-austria-russia-14,847,if you really wanted to work with me there was no reason not to help me into bulgaria when i could have then leant my help in return.,0,25380,austria-Game9,Game9-austria-russia-13,Truth,Lie,russia-Game9,847,14,1902,5,4,-1,Cassandra,28,133
Game9-austria-russia,Game9-austria-russia-12,679,For several reasons: If we take Bulgaria this season they're pushed back into Constantinople with the possibility of three units supporting and not even close to enough units for us to push through them.,1,25377,russia-Game9,Game9-austria-russia-11,Truth,Lie,austria-Game9,679,12,1902,6,7,1,Cassandra,34,203
Game9-austria-russia,Game9-austria-russia-7,199,"Excellent, looking forward to working together.",0,25367,russia-Game9,Game9-austria-russia-6,Truth,Truth,austria-Game9,199,7,1901,4,5,1,Straightforward,6,47
Game9-germany-france,Game9-germany-france-45,796,"A Burgundy S A Ruhr - Munich is more likely to succeed, but I don't see what's in it for me",0,25345,france-Game9,Game9-germany-france-44,Truth,Truth,germany-Game9,796,45,1902,5,5,0,Straightforward,21,91
Game9-germany-france,Game9-germany-france-41,784,"In my view, yielding Belgium is a precondition to further co-operation",1,25340,france-Game9,Game9-germany-france-40,Truth,Truth,germany-Game9,784,41,1902,5,5,0,Straightforward,11,70
Game9-germany-france,Game9-germany-france-38,729,Its really hard for me not to read your moveset as you and England teaming up against me.,1,25334,germany-Game9,Game9-germany-france-37,Truth,Truth,france-Game9,729,38,1902,5,5,0,Straightforward,18,90
Game9-germany-france,Game9-germany-france-38,729,Hey France - can you explain your burgundy move to me?,0,25333,germany-Game9,Game9-germany-france-37,Truth,Truth,france-Game9,729,38,1902,5,5,0,Straightforward,11,54
Game9-germany-france,Game9-germany-france-25,429,Im definitely interested in working out a peace on our front so I can focus on battening down the hatches from the English attack.,0,25316,germany-Game9,Game9-germany-france-24,Truth,Truth,france-Game9,429,25,1901,5,5,0,Straightforward,24,131
Game9-germany-france,Game9-germany-france-21,425,"Well, things could be a lot worse.",1,25311,france-Game9,Game9-germany-france-20,Truth,Truth,germany-Game9,425,21,1901,5,5,0,Straightforward,7,34
Game9-germany-france,Game9-germany-france-14,415,Im pretty unnerved by the holland move.,1,25302,germany-Game9,Game9-germany-france-13,Truth,Truth,france-Game9,415,14,1901,5,5,0,Straightforward,7,40
Game9-germany-france,Game9-germany-france-9,359,What did england tell you?,0,25296,germany-Game9,Game9-germany-france-8,Truth,Truth,france-Game9,359,9,1901,3,3,0,Straightforward,5,26
Game9-germany-france,Game9-germany-france-3,162,Im very interested in your idea of giving me free pass into Belgium for an alliance against England.,1,25287,germany-Game9,Game9-germany-france-2,Truth,Truth,france-Game9,162,3,1901,3,3,0,Straightforward,18,101
Game9-germany-france,Game9-germany-france-1,88,Thanks for taking the initiative and for your thoughtful message.,1,25280,germany-Game9,Game9-germany-france-0,Truth,Truth,france-Game9,88,1,1901,3,3,0,Straightforward,10,65
Game9-germany-france,Game9-germany-france-0,63,"The risk of an early conflict between France and Germany is pretty high, so suggest that we clear the air early on.",1,25271,france-Game9,NA,Truth,Truth,germany-Game9,63,0,1901,3,3,0,Straightforward,22,115
Game9-england-germany,Game9-england-germany-34,1236,Germany doesnt have to disband,0,25263,england-Game9,Game9-england-germany-33,Truth,Lie,germany-Game9,1236,34,1902,4,3,-1,Cassandra,5,31
Game9-england-france,Game9-england-france-116,1241,Germany doesnt have to disband,1,25263,england-Game9,Game9-england-france-115,Truth,Truth,france-Game9,1241,116,1902,4,3,-1,Straightforward,5,31
Game9-england-germany,Game9-england-germany-27,320,"I'm not saying you shouldn't move there, as that is typically a german center.",1,25256,england-Game9,Game9-england-germany-26,Truth,Truth,germany-Game9,320,27,1901,3,3,0,Straightforward,14,78
Game9-england-germany,Game9-england-germany-15,299,Im not willing to give up denmark thats a quick pick up for me.,1,25242,germany-Game9,Game9-england-germany-14,Truth,Truth,england-Game9,299,15,1901,3,3,0,Straightforward,14,64
Game9-england-germany,Game9-england-germany-5,169,Have you been talking to Russia much?,0,25231,germany-Game9,Game9-england-germany-4,Truth,Truth,england-Game9,169,5,1901,3,3,0,Straightforward,7,37
Game9-germany-russia,Game9-germany-russia-195,1603,"Move into Brest with the fleet in Picardie, and set yourself to three-way draw and we'll have it.",0,25221,russia-Game9,Game9-germany-russia-194,Truth,Truth,germany-Game9,1603,195,1907,11,15,4,Straightforward,18,97
Game9-germany-russia,Game9-germany-russia-187,1586,Let me know if you have any feedback,1,25203,germany-Game9,Game9-germany-russia-186,Truth,Truth,russia-Game9,1586,187,1906,7,3,-4,Straightforward,8,36
Game9-germany-russia,Game9-germany-russia-179,1559,I'll support you into the North Sea and I'll poke them in the Mid-Atlantic to keep them from supporting anything with it.,1,25194,russia-Game9,Game9-germany-russia-178,Truth,Truth,germany-Game9,1559,179,1905,11,15,4,Straightforward,22,121
Game9-germany-russia,Game9-germany-russia-179,1559,"Have Picardy withdraw to Belgium, have Munich move to Ruhr, have Berlin move to Munich, and have Gascony move to Spain.",1,25193,russia-Game9,Game9-germany-russia-178,Truth,Truth,germany-Game9,1559,179,1905,11,15,4,Straightforward,21,119
Game9-germany-russia,Game9-germany-russia-175,1554,"So long as you dont stab him, I dont see him stabbing you.",1,25186,germany-Game9,Game9-germany-russia-174,Truth,Truth,russia-Game9,1554,175,1905,7,3,-4,Straightforward,13,60
Game9-germany-russia,Game9-germany-russia-169,1539,"Are you okay with bouncing the north sea with France (my guess, who knows what hell actually do) and then supporting HEL in during the Fall?",0,25179,germany-Game9,Game9-germany-russia-168,Truth,Truth,russia-Game9,1539,169,1905,7,3,-4,Straightforward,26,141
Game9-germany-russia,Game9-germany-russia-164,1534,Maybe you could bounce France in the North Sea this turn and then support HEL - North Sea in the fall.,1,25175,germany-Game9,Game9-germany-russia-163,Truth,Truth,russia-Game9,1534,164,1905,7,3,-4,Straightforward,21,102
Game9-germany-russia,Game9-germany-russia-136,1497,More long-term gain in taking the Channel,1,25141,russia-Game9,Game9-germany-russia-135,Truth,Truth,germany-Game9,1497,136,1904,10,15,5,Straightforward,7,41
Game9-germany-russia,Game9-germany-russia-132,1493,Make a move on Liverpool alone; at worst you'll bounce and I'll be moving to Clyde to help you next season.,1,25135,russia-Game9,Game9-germany-russia-131,Truth,Truth,germany-Game9,1493,132,1904,10,15,5,Straightforward,21,107
Game9-germany-russia,Game9-germany-russia-131,1491,I dont want France to get two English supply centers haha.,0,25134,germany-Game9,Game9-germany-russia-130,Truth,Truth,russia-Game9,1491,131,1904,5,0,-5,Straightforward,11,59
Game9-germany-russia,Game9-germany-russia-129,1484,"No, you can't retreat to where the attack originated.",1,25130,russia-Game9,Game9-germany-russia-128,Truth,Truth,germany-Game9,1484,129,1904,10,15,5,Straightforward,9,53
Game9-germany-russia,Game9-germany-russia-119,1378,"Yeah, the time limit on this game isn't nearly enough to seek out a solo win anyways so might as well have a ni e draw with the folks I've been trusting the whole game.",1,25118,russia-Game9,Game9-germany-russia-118,Truth,Truth,germany-Game9,1378,119,1903,7,9,2,Straightforward,35,168
Game9-germany-russia,Game9-germany-russia-118,1377,Ive been getting a long great with Italy.,1,25116,germany-Game9,Game9-germany-russia-117,Truth,Truth,russia-Game9,1377,118,1903,5,3,-2,Straightforward,8,42
Game9-germany-russia,Game9-germany-russia-114,1365,So I can convoy it to the island in the spring,0,25111,germany-Game9,Game9-germany-russia-113,Truth,Truth,russia-Game9,1365,114,1903,5,3,-2,Straightforward,11,46
Game9-germany-russia,Game9-germany-russia-101,1338,"He told me the same, I don't believe him for a second.",1,25097,russia-Game9,Game9-germany-russia-100,Truth,Truth,germany-Game9,1338,101,1903,7,9,2,Straightforward,12,54
Game9-germany-russia,Game9-germany-russia-96,1251,Well of course he is; the French supported him into Belgium though so it was probably just so that they wouldn't have to disband *two* units.,1,25091,russia-Game9,Game9-germany-russia-95,Truth,Truth,germany-Game9,1251,96,1902,7,9,2,Straightforward,26,141
