,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game1-england-italy-169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Game1-england-italy-169
Game1-england-italy-173,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-173
Game1-england-italy-175,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game1-england-italy-175
Game1-england-italy-176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-176
Game1-england-italy-180,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-180
Game1-england-italy-181,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game1-england-italy-181
Game1-england-italy-182,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,Game1-england-italy-182
Game1-england-italy-186,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game1-england-italy-186
Game1-england-italy-187,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game1-england-italy-187
Game1-england-italy-193,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Game1-england-italy-193
Game1-england-italy-195,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,Game1-england-italy-195
Game1-england-italy-197,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-england-italy-197
Game1-england-italy-201,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-201
Game1-england-italy-204,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game1-england-italy-204
Game1-england-italy-208,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-208
Game1-england-italy-209,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Game1-england-italy-209
Game1-england-italy-212,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-212
Game1-england-italy-214,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game1-england-italy-214
Game1-england-italy-215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game1-england-italy-215
Game1-england-italy-218,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Game1-england-italy-218
Game1-england-italy-221,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-221
Game1-england-italy-228,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-228
Game1-england-italy-229,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-england-italy-229
Game1-england-italy-235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Game1-england-italy-235
Game1-england-italy-236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-england-italy-236
Game1-england-italy-237,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Game1-england-italy-237
Game1-england-italy-239,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game1-england-italy-239
Game1-england-italy-256,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game1-england-italy-256
Game1-england-italy-272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-272
Game1-england-italy-273,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game1-england-italy-273
Game1-england-italy-274,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-274
Game1-england-italy-275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-275
Game1-england-italy-278,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Game1-england-italy-278
Game1-england-italy-298,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Game1-england-italy-298
Game1-england-italy-302,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-302
Game1-england-italy-312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-312
Game1-england-italy-316,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-316
Game1-england-italy-322,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-322
Game1-england-italy-324,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-324
Game1-england-italy-328,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Game1-england-italy-328
Game1-england-italy-336,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-336
Game1-england-italy-340,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-340
Game1-england-italy-342,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game1-england-italy-342
Game1-england-italy-346,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game1-england-italy-346
Game1-england-italy-349,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-349
Game1-england-italy-350,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game1-england-italy-350
Game1-england-italy-352,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-352
Game1-england-italy-353,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-353
Game1-england-italy-356,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-356
Game1-england-italy-358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game1-england-italy-358
Game1-england-italy-360,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-360
Game1-england-italy-365,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-365
Game1-england-italy-366,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,Game1-england-italy-366
Game1-england-italy-367,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game1-england-italy-367
Game1-england-italy-373,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game1-england-italy-373
Game1-england-italy-376,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-england-italy-376
Game1-england-italy-379,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-379
Game1-england-italy-393,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game1-england-italy-393
Game1-england-italy-395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game1-england-italy-395
Game1-england-italy-397,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-397
Game1-england-italy-399,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-england-italy-399
Game1-england-italy-408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game1-england-italy-408
Game1-england-italy-411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game1-england-italy-411
Game1-england-italy-412,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-412
Game1-england-italy-414,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-414
Game1-england-italy-415,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game1-england-italy-415
Game1-england-italy-420,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game1-england-italy-420
Game1-england-italy-427,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-427
Game1-england-italy-433,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,Game1-england-italy-433
Game1-england-italy-434,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-434
Game1-england-italy-444,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-444
Game1-england-italy-448,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Game1-england-italy-448
Game1-england-italy-455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Game1-england-italy-455
Game1-england-italy-456,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-england-italy-456
Game1-england-italy-460,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,Game1-england-italy-460
Game1-england-italy-464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-464
Game1-england-italy-466,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-england-italy-466
Game1-england-italy-470,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,Game1-england-italy-470
Game1-turkey-italy-4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-turkey-italy-4
Game1-turkey-italy-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-turkey-italy-13
Game1-turkey-italy-23,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game1-turkey-italy-23
Game1-turkey-italy-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game1-turkey-italy-24
Game1-italy-france-9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game1-italy-france-9
Game1-italy-france-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Game1-italy-france-13
Game1-italy-france-20,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-italy-france-20
Game1-italy-france-23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game1-italy-france-23
Game1-italy-france-26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-italy-france-26
Game1-italy-france-33,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game1-italy-france-33
Game1-italy-france-48,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,Game1-italy-france-48
Game1-italy-france-60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-italy-france-60
Game1-italy-france-66,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-france-66
Game1-italy-france-67,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Game1-italy-france-67
Game1-italy-france-69,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-france-69
Game1-italy-france-70,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-italy-france-70
Game1-italy-france-73,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-italy-france-73
Game1-italy-france-75,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-france-75
Game1-italy-france-78,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Game1-italy-france-78
Game1-italy-france-82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-italy-france-82
Game1-italy-france-85,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game1-italy-france-85
Game1-italy-france-86,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Game1-italy-france-86
Game1-italy-france-89,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,Game1-italy-france-89
Game1-italy-france-90,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-italy-france-90
Game1-italy-france-95,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-italy-france-95
Game1-italy-france-98,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game1-italy-france-98
Game1-italy-france-100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game1-italy-france-100
Game1-italy-france-106,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-italy-france-106
Game1-italy-france-111,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,Game1-italy-france-111
Game1-italy-france-113,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-france-113
Game1-italy-france-122,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-italy-france-122
Game1-italy-france-125,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game1-italy-france-125
Game1-italy-france-126,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,Game1-italy-france-126
Game1-italy-france-136,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-france-136
Game1-italy-france-137,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-france-137
Game1-italy-france-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game1-italy-france-139
Game1-italy-france-146,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-italy-france-146
Game1-austria-germany-0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,Game1-austria-germany-0
Game1-austria-germany-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game1-austria-germany-1
Game1-austria-germany-3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-austria-germany-3
Game1-austria-germany-4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-germany-4
Game1-austria-germany-6,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,Game1-austria-germany-6
Game1-austria-germany-10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Game1-austria-germany-10
Game1-austria-germany-12,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-austria-germany-12
Game1-austria-germany-16,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game1-austria-germany-16
Game1-austria-germany-20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game1-austria-germany-20
Game1-germany-russia-0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-germany-russia-0
Game1-germany-russia-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game1-germany-russia-3
Game1-germany-russia-6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-germany-russia-6
Game1-germany-russia-9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-germany-russia-9
Game1-germany-russia-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-germany-russia-10
Game1-germany-russia-13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-germany-russia-13
Game1-germany-russia-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-germany-russia-16
Game1-germany-russia-20,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game1-germany-russia-20
Game1-germany-russia-21,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-germany-russia-21
Game1-germany-russia-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game1-germany-russia-24
Game1-germany-russia-25,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-germany-russia-25
Game1-germany-russia-27,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game1-germany-russia-27
Game1-germany-russia-33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-germany-russia-33
Game1-germany-russia-39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-germany-russia-39
Game1-germany-russia-44,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game1-germany-russia-44
Game1-germany-russia-45,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-germany-russia-45
Game1-england-germany-0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game1-england-germany-0
Game1-england-germany-11,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,Game1-england-germany-11
Game1-england-germany-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-england-germany-15
Game1-england-germany-16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-england-germany-16
Game1-england-germany-17,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-england-germany-17
Game1-england-germany-25,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,Game1-england-germany-25
Game1-england-germany-26,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Game1-england-germany-26
Game1-england-germany-27,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,Game1-england-germany-27
Game1-england-germany-29,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-england-germany-29
Game1-england-germany-34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game1-england-germany-34
Game1-england-germany-38,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Game1-england-germany-38
Game1-england-germany-41,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-41
Game1-england-germany-44,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,Game1-england-germany-44
Game1-england-germany-50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-germany-50
Game1-england-germany-54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game1-england-germany-54
Game1-england-germany-57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game1-england-germany-57
Game1-england-germany-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game1-england-germany-59
Game1-england-germany-60,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-england-germany-60
Game1-england-germany-62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-england-germany-62
Game1-england-germany-63,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game1-england-germany-63
Game1-england-germany-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game1-england-germany-70
Game1-england-germany-77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game1-england-germany-77
Game1-england-germany-81,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game1-england-germany-81
Game1-england-germany-84,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-england-germany-84
Game1-england-germany-85,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,Game1-england-germany-85
Game1-england-germany-92,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game1-england-germany-92
Game1-england-germany-93,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-england-germany-93
Game1-england-germany-101,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-germany-101
Game1-england-germany-105,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-105
Game1-england-germany-107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-england-germany-107
Game1-england-germany-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Game1-england-germany-119
Game1-england-germany-121,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,Game1-england-germany-121
Game1-england-germany-127,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-germany-127
Game1-england-germany-128,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-germany-128
Game1-england-germany-130,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-germany-130
Game1-england-germany-133,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-germany-133
Game1-england-germany-135,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-england-germany-135
Game1-england-germany-137,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game1-england-germany-137
Game1-england-germany-138,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-138
Game1-england-germany-141,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-141
Game1-england-germany-145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Game1-england-germany-145
Game1-england-germany-151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-england-germany-151
Game1-england-germany-155,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game1-england-germany-155
Game1-england-germany-156,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,Game1-england-germany-156
Game1-england-germany-159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game1-england-germany-159
Game1-england-germany-161,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-germany-161
Game1-england-germany-163,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-germany-163
Game1-england-germany-165,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Game1-england-germany-165
Game1-england-germany-168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game1-england-germany-168
Game1-england-germany-175,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-175
Game1-england-germany-181,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Game1-england-germany-181
Game1-england-germany-184,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,Game1-england-germany-184
Game1-england-germany-186,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-england-germany-186
Game1-england-germany-189,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-germany-189
Game1-england-germany-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game1-england-germany-190
Game1-england-germany-192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-england-germany-192
Game1-england-germany-196,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,Game1-england-germany-196
Game1-england-germany-200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game1-england-germany-200
Game1-england-germany-202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game1-england-germany-202
Game1-england-germany-204,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game1-england-germany-204
Game1-england-germany-206,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,Game1-england-germany-206
Game1-england-germany-211,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game1-england-germany-211
Game1-england-germany-213,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-england-germany-213
Game1-england-germany-215,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game1-england-germany-215
Game1-england-germany-216,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,Game1-england-germany-216
Game1-england-germany-218,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,Game1-england-germany-218
Game1-england-germany-221,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,Game1-england-germany-221
Game1-england-germany-224,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,Game1-england-germany-224
Game1-england-germany-225,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game1-england-germany-225
Game1-england-germany-226,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game1-england-germany-226
Game1-england-germany-230,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Game1-england-germany-230
Game1-england-germany-231,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,Game1-england-germany-231
